title,address,phone,rating,category,logo,website,html_logo_help,html_logo,keyword,location
Cafe Bohemia,"15 Barrow St, New York, NY 10014, United States",212-691-6127,4.1,Jazz club,,https://cafebohemiany.com/,,"""""",clubs,nyc
230 Fifth Rooftop Bar,"230 5th Ave, New York, NY 10001, United States",212-725-4300,4.3,Lounge,https://www.230-fifth.com/wp-content/uploads/2022/05/web-logo-1.png,http://www.230-fifth.com/,,"""""",clubs,nyc
House of Yes,"2 Wyckoff Ave, Brooklyn, NY 11237, United States",646-838-4937,4.6,Night club,https://images.squarespace-cdn.com/content/v1/60eefee8ddd3d006b4096467/6aa7b5f7-6669-4cac-81dc-3fd0ed3f8bee/House+of+Yes_Logo_FA-01+brighter.png?format=1500w,http://houseofyes.org/,,"""""",clubs,nyc
Roma Club New York,"66 Gold St, New York, NY 10038, United States",,4.8,Club,,,,"""""",clubs,nyc
Viva,"605 W 48th St, New York, NY 10036, United States",914-963-2146,5,Night club,,http://vivasaturdays.com/,,"""""",clubs,nyc
The Highlight Room,"145 Bowery, New York, NY 10002, United States",212-481-3763,3.3,Lounge,https://www.discotech.me/wp-content/uploads/2017/07/highlightroom_la.jpg,https://taogroup.com/venues/the-highlight-room-new-york/,,"""""",clubs,nyc
Parkside Lounge,"317 E Houston St, New York, NY 10002, United States",212-673-6270,4.3,Lounge,https://images.squarespace-cdn.com/content/v1/624dbbd76b3f487e53fc4c6e/30941b94-27b1-4a52-a8c3-ab03f3b5787d/Parkside-logo_lounge_knockout.gif?format=1500w,http://www.parksidelounge.nyc/,,"""""",clubs,nyc
CLUB THEY,"200 E 33rd St, New York, NY 10016, United States",,5,Night club,,,,"""""",clubs,nyc
Arthur's Tavern,"57 Grove St, New York, NY 10014, United States",212-414-4314,4.3,Jazz club,https://arthurstavern.nyc/wp-content/uploads/2022/01/logoarthurs.svg,https://arthurstavern.nyc/,,"""""",clubs,nyc
NEXUS Club New York,"100 Church St 7th Floor, New York, NY 10007, United States",929-388-7030,4.9,Club,https://s3.amazonaws.com/cuag/entities/000/188/922/avatar300-1d739ddb3a40028bdff7e4658f3987bd-0-192-1024-721.jpg,http://www.nexusclubny.com/,,"""""",clubs,nyc
Boxers NYC,"37 W 20th St, New York, NY 10011, United States",212-255-5082,3.9,Gay bar,https://wifast-hashed.s3.amazonaws.com/production/hash-990fb6145050f62a9a36187643b13198,https://boxersnyc.com/,,"""""",clubs,nyc
Wingcraptel,"123 Washington St #51B, New York, NY 10006, United States",,,Night club,,,,"""""",clubs,nyc
Luis Gomez Presents SPUNK @ The Monster,"80 Grove St, New York, NY 10014, United States",,4.5,Gay night club,"https://static.wixstatic.com/media/3348e8_547759a78ec0436388b7a5822ead5b0d~mv2.jpg/v1/crop/x_0,y_490,w_2550,h_1402/fill/w_302,h_166,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/SQ%20Logo%20Monster%20Spunk.jpg",http://www.spunknyc.com/,,"""""",clubs,nyc
Outer Heaven,"191 Chrystie St, New York, NY 10002, United States",,4.6,Night club,https://images.squarespace-cdn.com/content/v1/638e60ab5314293c479b9751/a6dcb30c-a9de-4cbb-b60a-30d66e68a887/Logo.png?format=1500w,http://outerheaven.nyc/,,"""""",clubs,nyc
Club Gera Gera,"238 E 53rd St, New York, NY 10022, United States",212-888-0558,3.5,Cabaret club,https://lh3.googleusercontent.com/p/AF1QipMDPjletT8R3cHTTYJrFKR7DIBErt5ns1rRsE1S=s680-w680-h510,https://www.geragera.nyc/,,"""""",clubs,nyc
Jacaranda Club LLC,"333 E 60th St, New York, NY 10022, United States",212-421-3600,3.4,Adult entertainment club,,http://www.nysapphire.com/,,"""""",clubs,nyc
Rex NY Cigar Club,"126 Pearl St 2nd floor, New York, NY 10005, United States",212-858-9932,4.7,Lounge,https://barclayrex.s3.amazonaws.com/logo_0cc80a07fd.png,http://barclayrex.com/rex-club/,,"""""",clubs,nyc
